# 由 tools/GenerateDict 生成，请勿手工编辑
# emoji: Unicode emoji-test 17.0 + CLDR 46.0.0 中文标注 (Unicode License)
# 格式: 码位序列<TAB>类别(E 表情/M 数学/P 理化/S 其他/B 盲文/I 音标)<TAB>简洁读法<TAB>详细读法
1F1E8 1F1F5	E	克利珀顿岛旗帜	克利珀顿岛旗帜：蓝白红三道竖条，自左至右，同法国国旗。	
1F1E8 1F1F6	E	萨克岛旗帜	萨克岛旗帜：白底红十字，左上角红方块内有两只金色狮子。	
1F1E8 1F1F7	E	哥斯达黎加国旗	哥斯达黎加国旗：从上到下蓝白红白蓝五道横条，中间红条最宽。	
1F1E8 1F1FA	E	古巴国旗	古巴国旗：蓝白相间五道横条，左侧一个红色三角形，三角形内有一颗白星。	
1F1E8 1F1FB	E	佛得角国旗	佛得角国旗：蓝底，偏下有白红白三道横条，十颗黄星围成一个圆环。	
1F1E8 1F1FC	E	库拉索旗	库拉索旗：蓝底，偏下一道黄色横条，左上角两颗白星。	
1F1E8 1F1FD	E	圣诞岛旗	圣诞岛旗：绿蓝沿对角线分开，蓝侧有白色南十字星，绿侧有黄鸟，中央金圆内有绿色岛形。	
1F1E8 1F1FE	E	塞浦路斯国旗	塞浦路斯国旗：白底，中间是铜黄色的岛屿轮廓，下方两根绿色橄榄枝。	
1F1E8 1F1FF	E	捷克国旗	捷克国旗：上白下红两道横条，左侧一个蓝色三角形伸到旗面中央。	
1F1E9 1F1EA	E	德国国旗	德国国旗：从上到下黑红黄三道横条。	
1F1E9 1F1EC	E	迪戈加西亚岛旗	迪戈加西亚岛旗：白蓝相间的波浪横条，左上角英国国旗，右侧有棕榈树和王冠。	
1F1E9 1F1EF	E	吉布提国旗	吉布提国旗：上蓝下绿两道横条，左侧白色三角形内有一颗红星。	
1F1E9 1F1F0	E	丹麦国旗	丹麦国旗：红底，一个白色十字，竖道偏左。	
1F1E9 1F1F2	E	多米尼克国旗	多米尼克国旗：绿底，中间黄黑白三色十字，中心红圆内有鹦鹉和十颗绿星。	
1F1E9 1F1F4	E	多米尼加共和国国旗	多米尼加共和国国旗：白色十字分成四块，左上右下蓝，右上左下红，中间有国徽。	
1F1E9 1F1FF	E	阿尔及利亚国旗	阿尔及利亚国旗：左绿右白两道竖条，中央一弯红色新月和一颗红星。	
1F1EA 1F1E6	E	休达及梅利利亚旗	休达及梅利利亚旗：多数设备上显示为西班牙国旗，红黄红三道横条，中间黄条最宽。	
1F1EA 1F1E8	E	厄瓜多尔国旗	厄瓜多尔国旗：从上到下黄蓝红三道横条，黄条最宽，中间有彩色国徽。	
1F1EA 1F1EA	E	爱沙尼亚国旗	爱沙尼亚国旗：从上到下蓝黑白三道横条。	
1F1EA 1F1EC	E	埃及国旗	埃及国旗：从上到下红白黑三道横条，中间白条上有一只金色的鹰。	
1F1EA 1F1ED	E	西撒哈拉旗	西撒哈拉旗：黑白绿三道横条，左侧一个红色三角形，中间有红色新月和红星。	
1F1EA 1F1F7	E	厄立特里亚国旗	厄立特里亚国旗：上绿下蓝，一个红色三角形从左边横贯到右侧，内有黄色橄榄枝。	
1F1EA 1F1F8	E	西班牙国旗	西班牙国旗：红黄红三道横条，中间黄条最宽，偏左有彩色国徽。	
1F1EA 1F1F9	E	埃塞俄比亚国旗	埃塞俄比亚国旗：从上到下绿黄红三道横条，中央蓝色圆盘内有一颗黄星。	
1F1EA 1F1FA	E	欧盟旗	欧盟旗：深蓝底，中央十二颗黄星围成一个圆环。	
1F1EB 1F1EE	E	芬兰国旗	芬兰国旗：白底，一个蓝色十字，竖道偏左。	
1F1EB 1F1EF	E	斐济国旗	斐济国旗：浅蓝底，左上角英国国旗，右半有一个白色盾徽。	
1F1EB 1F1F0	E	福克兰群岛旗	福克兰群岛旗：深蓝底，左上角英国国旗，右侧徽章上有白色公羊和帆船。	
1F1EB 1F1F2	E	密克罗尼西亚国旗	密克罗尼西亚国旗：浅蓝底，中央四颗白星排成菱形。	
1F1EB 1F1F4	E	法罗群岛旗	法罗群岛旗：白底，一个红色十字带蓝色描边，竖道偏左。	
1F1EB 1F1F7	E	法国国旗	法国国旗：从左到右蓝白红三道竖条。	
1F1EC 1F1E6	E	加蓬国旗	加蓬国旗：从上到下绿黄蓝三道横条。	
1F1EC 1F1E7	E	英国国旗	英国国旗：蓝底，白边红色正十字和白边红色斜十字交叠在一起。	
1F1EC 1F1E9	E	格林纳达国旗	格林纳达国旗：红边框上六颗黄星，中间黄绿三角交错，中心红圆内有黄星，左侧有肉豆蔻。	
1F1EC 1F1EA	E	格鲁吉亚国旗	格鲁吉亚国旗：白底，一个红色大十字，四个角各有一个红色小十字。	
1F1EC 1F1EB	E	法属圭亚那旗	法属圭亚那旗：多数设备上显示为法国国旗，蓝白红三道竖条。	
1F1EC 1F1EC	E	根西岛旗	根西岛旗：白底，一个红色十字，红十字中间还有一个金色小十字。	
1F1EC 1F1ED	E	加纳国旗	加纳国旗：从上到下红黄绿三道横条，中间黄条上有一颗黑星。	
1F1EC 1F1EE	E	直布罗陀旗	直布罗陀旗：上白下红两道横条，中间一座红色城堡，下面挂一把金钥匙。	
1F1EC 1F1F1	E	格陵兰旗	格陵兰旗：上白下红两道横条，偏左一个大圆，圆的上半红、下半白。	
1F1EC 1F1F2	E	冈比亚国旗	冈比亚国旗：从上到下红蓝绿三道横条，蓝条上下各有一道细白边。	
1F1EC 1F1F3	E	几内亚国旗	几内亚国旗：从左到右红黄绿三道竖条。	
1F1EC 1F1F5	E	瓜德罗普旗	瓜德罗普旗：多数设备上显示为法国国旗，蓝白红三道竖条。	
1F1EC 1F1F6	E	赤道几内亚国旗	赤道几内亚国旗：绿白红三道横条，左侧蓝色三角形，中间白条上有国徽。	
1F1EC 1F1F7	E	希腊国旗	希腊国旗：蓝白相间九道横条，左上角蓝色方块内有一个白色十字。	
1F1EC 1F1F8	E	南乔治亚和南桑威奇群岛旗	南乔治亚和南桑威奇群岛旗：深蓝底，左上角英国国旗，右侧有彩色徽章。	
1F1EC 1F1F9	E	危地马拉国旗	危地马拉国旗：左右浅蓝、中间白色三道竖条，白条中间有彩色国徽。	
1F1EC 1F1FA	E	关岛旗	关岛旗：深蓝底带红边，中央一个尖椭圆徽章，里面画着海滩、椰子树和小船。	
1F1EC 1F1FC	E	几内亚比绍国旗	几内亚比绍国旗：左边一道红竖条，内有一颗黑星，右边上黄下绿两道横条。	
1F1EC 1F1FE	E	圭亚那国旗	圭亚那国旗：绿底，左边一个带白边的黄色三角形，里面套一个带黑边的红色三角形。	
1F1ED 1F1F0	E	中国香港特别行政区旗	中国香港特别行政区旗：红底，中央一朵白色五瓣紫荆花，花瓣上各有一颗红星。	
1F1ED 1F1F2	E	赫德岛和麦克唐纳群岛旗	赫德岛和麦克唐纳群岛旗：多数设备上显示为澳大利亚国旗，深蓝底，左上角英国国旗。	
1F1ED 1F1F3	E	洪都拉斯国旗	洪都拉斯国旗：上下蓝、中间白三道横条，白条中间五颗蓝星排成叉形。	
1F1ED 1F1F7	E	克罗地亚国旗	克罗地亚国旗：从上到下红白蓝三道横条，中间有红白格子的盾形国徽。	
1F1ED 1F1F9	E	海地国旗	海地国旗：上蓝下红两道横条，中间白色方块内有彩色国徽。	
1F1ED 1F1FA	E	匈牙利国旗	匈牙利国旗：从上到下红、白、绿三道横条。	
1F1EE 1F1E8	E	加纳利群岛旗	加纳利群岛旗：从左到右白、蓝、黄三道竖条。	
1F1EE 1F1E9	E	印度尼西亚国旗	印度尼西亚国旗：上红下白两道横条。	
1F1EE 1F1EA	E	爱尔兰国旗	爱尔兰国旗：从左到右绿、白、橙三道竖条。	
1F1EE 1F1F1	E	以色列国旗	以色列国旗：白底，上下各一道蓝横条，正中一个蓝色六角星。	
1F1EE 1F1F2	E	马恩岛旗	马恩岛旗：红底，正中三条相连的盔甲腿。	
1F1EE 1F1F3	E	印度国旗	印度国旗：从上到下橙、白、绿三道横条，正中一个蓝色轮子。	
1F1EE 1F1F4	E	英属印度洋领地旗	英属印度洋领地旗：蓝白波浪条纹，左上角英国国旗，右边棕榈树和王冠。	
1F1EE 1F1F6	E	伊拉克国旗	伊拉克国旗：从上到下红、白、黑三道横条，白条中间有绿色文字。	
1F1EE 1F1F7	E	伊朗国旗	伊朗国旗：从上到下绿、白、红三道横条，正中一个红色徽记。	
1F1EE 1F1F8	E	冰岛国旗	冰岛国旗：蓝底，一个白边红色十字，竖道偏左。	
1F1EE 1F1F9	E	意大利国旗	意大利国旗：从左到右绿、白、红三道竖条。	
1F1EF 1F1EA	E	泽西岛旗	泽西岛旗：白底，一个红色斜十字，上方有金冠和红色盾徽。	
1F1EF 1F1F2	E	牙买加国旗	牙买加国旗：金色斜十字把旗面分成四块，上下绿色，左右黑色。	
1F1EF 1F1F4	E	约旦国旗	约旦国旗：从上到下黑、白、绿三道横条，左侧红三角内一颗白星。	
1F1EF 1F1F5	E	日本国旗	日本国旗：白底，正中一个红色圆。	
1F1F0 1F1EA	E	肯尼亚国旗	肯尼亚国旗：从上到下黑、红、绿三道横条，正中一面盾牌和两支交叉长矛。	
1F1F0 1F1EC	E	吉尔吉斯斯坦国旗	吉尔吉斯斯坦国旗：红底，正中一个黄色太阳，四周有光芒。	
1F1F0 1F1ED	E	柬埔寨国旗	柬埔寨国旗：上下蓝色、中间红色三道横条，红条正中一座白色寺庙。	
1F1F0 1F1EE	E	基里巴斯国旗	基里巴斯国旗：上半红底有黄色太阳和黄色海鸟，下半蓝白波浪纹。	
1F1F0 1F1F2	E	科摩罗国旗	科摩罗国旗：从上到下黄、白、红、蓝四道横条，左侧绿三角内白新月和四星。	
1F1F0 1F1F3	E	圣基茨和尼维斯国旗	圣基茨和尼维斯国旗：黄边黑色宽斜带上有两颗白星，左上绿色，右下红色。	
1F1F0 1F1F5	E	朝鲜国旗	朝鲜国旗：上下蓝色、中间红色横条，红条靠左的白圆内一颗红星。	
1F1F0 1F1F7	E	韩国国旗	韩国国旗：白底，正中红蓝两色阴阳圆，四角各一组黑色横杠。	
1F1F0 1F1FC	E	科威特国旗	科威特国旗：从上到下绿、白、红三道横条，左侧一个黑色梯形。	
1F1F0 1F1FE	E	开曼群岛旗	开曼群岛旗：蓝底，左上角英国国旗，右侧有彩色徽章。	
1F1F0 1F1FF	E	哈萨克斯坦国旗	哈萨克斯坦国旗：浅蓝底，正中金色太阳和一只金鹰，左边一道金色花纹。	
1F1F1 1F1E6	E	老挝国旗	老挝国旗：上下红色、中间蓝色三道横条，正中一个白色圆。	
1F1F1 1F1E7	E	黎巴嫩国旗	黎巴嫩国旗：上下红色、中间白色横条，正中一棵绿色雪松。	
1F1F1 1F1E8	E	圣卢西亚国旗	圣卢西亚国旗：蓝底，正中一个白边黑三角，下面叠着黄色三角。	
1F1F1 1F1EE	E	列支敦士登国旗	列支敦士登国旗：上蓝下红两道横条，左上角一顶金冠。	
1F1F1 1F1F0	E	斯里兰卡国旗	斯里兰卡国旗：金边，左侧绿、橙两道竖条，右侧深红底上一头持剑金狮。	
1F1F1 1F1F7	E	利比里亚国旗	利比里亚国旗：红白相间十一道横条，左上角蓝方块内一颗白星。	
1F1F1 1F1F8	E	莱索托国旗	莱索托国旗：从上到下蓝、白、绿三道横条，正中一顶黑色草帽。	
1F1F1 1F1F9	E	立陶宛国旗	立陶宛国旗：从上到下黄、绿、红三道横条。	
1F1F1 1F1FA	E	卢森堡国旗	卢森堡国旗：从上到下红、白、浅蓝三道横条。	
1F1F1 1F1FB	E	拉脱维亚国旗	拉脱维亚国旗：上下深红色，中间一道较窄的白横条。	
1F1F1 1F1FE	E	利比亚国旗	利比亚国旗：从上到下红、黑、绿三道横条，黑条正中白色新月和一颗星。	
1F1F2 1F1E6	E	摩洛哥国旗	摩洛哥国旗：红底，正中一个绿色五角星。	
1F1F2 1F1E8	E	摩纳哥国旗	摩纳哥国旗：上红下白两道横条。	
1F1F2 1F1E9	E	摩尔多瓦国旗	摩尔多瓦国旗：从左到右蓝、黄、红三道竖条，正中有彩色国徽。	
1F1F2 1F1EA	E	黑山国旗	黑山国旗：红底金边，正中一只金色双头鹰。	
1F1F2 1F1EB	E	法属圣马丁旗	法属圣马丁旗：和法国国旗一样，从左到右蓝、白、红三道竖条。	
1F1F2 1F1EC	E	马达加斯加国旗	马达加斯加国旗：左侧一道白竖条，右侧上红下绿两块。	
1F1F2 1F1ED	E	马绍尔群岛国旗	马绍尔群岛国旗：蓝底，白橙两道斜带从左下伸向右上，左上角一颗白星。	
1F1F2 1F1F0	E	北马其顿国旗	北马其顿国旗：红底，正中一个黄色太阳，八道光芒射向四边。	
1F1F2 1F1F1	E	马里国旗	马里国旗：从左到右绿、黄、红三道竖条。	
1F1F2 1F1F2	E	缅甸国旗	缅甸国旗：从上到下黄、绿、红三道横条，正中一颗大白星。	
1F1F2 1F1F3	E	蒙古国旗	蒙古国旗：左右红色、中间蓝色三道竖条，左条上有黄色图纹。	
1F1F2 1F1F4	E	中国澳门区旗	中国澳门区旗：绿底，中间白色莲花、桥和水纹，上方五颗黄星呈弧形。	
1F1F2 1F1F5	E	北马里亚纳群岛旗	北马里亚纳群岛旗：蓝底，正中一颗白星和一块灰色石柱，外围一圈花环。	
1F1F2 1F1F6	E	马提尼克旗	马提尼克旗：蓝、白、红三道竖条，与法国国旗相同。	
1F1F2 1F1F7	E	毛里塔尼亚国旗	毛里塔尼亚国旗：绿底，上下各一道红横条，中间黄色新月和一颗黄星。	
1F1F2 1F1F8	E	蒙特塞拉特旗	蒙特塞拉特旗：深蓝底，左上角是英国国旗，右侧有彩色徽章。	
1F1F2 1F1F9	E	马耳他国旗	马耳他国旗：左白右红两块竖分，左上角有一枚红边灰色十字章。	
1F1F2 1F1FA	E	毛里求斯国旗	毛里求斯国旗：从上到下红、蓝、黄、绿四道横条。	
1F1F2 1F1FB	E	马尔代夫国旗	马尔代夫国旗：红底，中间一个绿色长方形，其中有白色新月。	
1F1F2 1F1FC	E	马拉维国旗	马拉维国旗：黑、红、绿三道横条，黑条中间有红色半圆旭日。	
1F1F2 1F1FD	E	墨西哥国旗	墨西哥国旗：绿、白、红三道竖条，中间白条上有雄鹰叼蛇的国徽。	
1F1F2 1F1FE	E	马来西亚国旗	马来西亚国旗：红白相间十四道横条，左上角蓝底黄色新月和十四角星。	
1F1F2 1F1FF	E	莫桑比克国旗	莫桑比克国旗：绿、黑、黄三道横条，左端红三角内有黄星和枪、锄图案。	
1F1F3 1F1E6	E	纳米比亚国旗	纳米比亚国旗：一道镶白边的红色宽斜带，左上蓝色有黄太阳，右下绿色。	
1F1F3 1F1E8	E	新喀里多尼亚旗	新喀里多尼亚旗：蓝、红、绿三道横条，中间一个黄色圆盘，内有黑色图腾。	
1F1F3 1F1EA	E	尼日尔国旗	尼日尔国旗：橙、白、绿三道横条，中间白条上有一个橙色圆。	
1F1F3 1F1EB	E	诺福克岛旗	诺福克岛旗：绿、白、绿三道竖条，中间白条上有一棵绿色松树。	
1F1F3 1F1EC	E	尼日利亚国旗	尼日利亚国旗：绿、白、绿三道竖条。	
1F1F3 1F1EE	E	尼加拉瓜国旗	尼加拉瓜国旗：蓝、白、蓝三道横条，中间白条上有彩色三角形国徽。	
1F1F3 1F1F1	E	荷兰国旗	荷兰国旗：从上到下红、白、蓝三道横条。	
1F1F3 1F1F4	E	挪威国旗	挪威国旗：红底，一个镶白边的蓝色十字，竖道偏左。	
1F1F3 1F1F5	E	尼泊尔国旗	尼泊尔国旗：两个红色三角形上下叠成，蓝色边，内有白色月亮和太阳，不是长方形。	
1F1F3 1F1F7	E	瑙鲁国旗	瑙鲁国旗：蓝底，中间一道细黄横条，左下方一颗白色十二角星。	
1F1F3 1F1FA	E	纽埃旗	纽埃旗：黄底，左上角是英国国旗，其中点缀黄色五角星。	
1F1F3 1F1FF	E	新西兰国旗	新西兰国旗：深蓝底，左上角是英国国旗，右侧四颗镶白边的红色五角星。	
1F1F4 1F1F2	E	阿曼国旗	阿曼国旗：左侧一道红竖条，右侧白、红、绿三道横条，左上有白色刀剑徽。	
1F1F5 1F1E6	E	巴拿马国旗	巴拿马国旗：分成四格，左上白底蓝星，右上红色，左下蓝色，右下白底红星。	
1F1F5 1F1EA	E	秘鲁国旗	秘鲁国旗：红、白、红三道竖条。	
1F1F5 1F1EB	E	法属波利尼西亚旗	法属波利尼西亚旗：红、白、红三道横条，中间白条上有独木舟和太阳图案。	
1F1F5 1F1EC	E	巴布亚新几内亚国旗	巴布亚新几内亚国旗：斜分两半，右上红底黄色天堂鸟，左下黑底五颗白星。	
1F1F5 1F1ED	E	菲律宾国旗	菲律宾国旗：上蓝下红两道横条，左侧白三角内有金色太阳和三颗金星。	
1F1F5 1F1F0	E	巴基斯坦国旗	巴基斯坦国旗：绿底，左侧一道白竖条，绿色部分有白色新月和五角星。	
1F1F5 1F1F1	E	波兰国旗	波兰国旗：上白下红两道横条。	
1F1F5 1F1F2	E	圣皮埃尔和密克隆旗	圣皮埃尔和密克隆旗：蓝、白、红三道竖条，与法国国旗相同。	
1F1F5 1F1F3	E	皮特凯恩群岛旗	皮特凯恩群岛旗：深蓝底，左上角是英国国旗，右侧有彩色徽章。	
1F1F5 1F1F7	E	波多黎各旗	波多黎各旗：红白相间五道横条，左侧蓝色三角内一颗白色五角星。	
1F1F5 1F1F8	E	巴勒斯坦领土旗	巴勒斯坦领土旗：黑、白、绿三道横条，左侧一个红色三角形。	
1F1F5 1F1F9	E	葡萄牙国旗	葡萄牙国旗：左绿右红两块竖分，交界处有黄色浑天仪和盾形国徽。	
1F1F5 1F1FC	E	帕劳国旗	帕劳国旗：浅蓝底，中间偏左一个黄色圆。	
1F1F5 1F1FE	E	巴拉圭国旗	巴拉圭国旗：红、白、蓝三道横条，中间白条上有圆形彩色国徽。	
1F1F6 1F1E6	E	卡塔尔国旗	卡塔尔国旗：左侧白色，右侧枣红色，两色交界是九个锯齿状尖角。	
1F1F7 1F1EA	E	留尼汪旗	留尼汪旗：蓝、白、红三道竖条，与法国国旗相同。	
1F1F7 1F1F4	E	罗马尼亚国旗	罗马尼亚国旗：蓝、黄、红三道竖条。	
1F1F7 1F1F8	E	塞尔维亚国旗	塞尔维亚国旗：红、蓝、白三道横条，偏左有红色盾形国徽和白色双头鹰。	
1F1F7 1F1FA	E	俄罗斯国旗	俄罗斯国旗：从上到下白、蓝、红三道横条。	
1F1F7 1F1FC	E	卢旺达国旗	卢旺达国旗：上半蓝色，中间黄条，下面绿条，右上角有金色太阳。	
1F1F8 1F1E6	E	沙特阿拉伯国旗	沙特阿拉伯国旗：绿底，中间有白色阿拉伯文，下方一把白色横放的剑。	
1F1F8 1F1E7	E	所罗门群岛国旗	所罗门群岛国旗：一道黄色细斜条分开旗面，左上蓝底五颗白星，右下绿色。	
1F1F8 1F1E8	E	塞舌尔国旗	塞舌尔国旗：五道色带从左下角散开，依次为蓝、黄、红、白、绿。	
1F1F8 1F1E9	E	苏丹国旗	苏丹国旗：红、白、黑三道横条，左侧一个绿色三角形。	
